137.5 86.833251953125,115.8330078125 21.833251953125,79.16650390625 -48.166748046875,0.833251953125 -123.166687011719,-115.83349609375 -66.5,-160.83349609375 -24.8333740234375,-187.5 26.833251953125,-190.83349609375 66.833251953125,-180.83349609375 121.833251953125,-204.166748046875 226.833251953125,-164.166748046875 245.166625976562,-130.83349609375 286.833251953125,-99.166748046875 326.833251953125,-50.83349609375 318.5,-4.166748046875 318.5,55.8330078125 308.5,94.16650390625 286.833251953125,112.5 233.5,127.5 205.166625976562,134.16650390625 163.5,147.5 128.5
145.8330078125 -249.833374023438,140.8330078125 293.5
