-156.33349609375 101.833251953125,147 100.166625976562
142 100.166625976562,158.66650390625 -13.166748046875,68.66650390625 -94.8333740234375,-54.666748046875 -93.1666870117188,-144.666748046875 -61.5,-206.33349609375 8.5,-221.33349609375 143.5,-186.33349609375 228.5,-134.666748046875 285.166625976562,-54.666748046875 340.166625976562,3.66650390625 300.166625976562,63.66650390625 286.833251953125,122 258.5,140.3330078125 221.833251953125
