-145.5 -212,-137.5 284
-145.5 -210,58.5 -212,106.5 -190,248.5 -124,140.5 28,62.5 30,6.5 22,-137.5 20
-145.5 22,56.5 26,292.5 8,158.5 148,168.5 328,86.5 296,2.5 274,-87.5 280,-139.5 272
