-226.33349609375 -48.166748046875,-223 285.166625976562
-223 281.833251953125,-214.666748046875 50.1666259765625,-216.33349609375 -143.166687011719,-36.33349609375 -76.5,0.333251953125 -43.166748046875,10.333251953125 8.5,3.66650390625 55.1666259765625,3.66650390625 280.166625976562
2 288.5,7 26.833251953125,15.333251953125 -136.5,127 -59.8333740234375,233.66650390625 -56.5,243.66650390625 11.833251953125,222 75.1666259765625,227 276.833251953125
