137.5 68.5,104.16650390625 8.5,59.16650390625 -99.8333740234375,-2.5 -58.1666870117188,-79.166748046875 -53.166748046875,-140.83349609375 -33.166748046875,-130.83349609375 5.1666259765625,-200.83349609375 51.833251953125,-159.166748046875 90.1666259765625,-239.166748046875 205.166625976562,-152.5 193.5,-150.83349609375 286.833251953125,-82.5 336.833251953125,-35.83349609375 275.166625976562,30.833251953125 338.5,39.16650390625 266.833251953125,124.16650390625 281.833251953125,104.16650390625 216.833251953125,160.8330078125 206.833251953125,140.8330078125 100.166625976562,142.5 -53.166748046875
142.5 -53.166748046875,147.5 443.5
2 -54.8333740234375,-101.33349609375 -44.8333740234375,-148 10.1666259765625,-201.33349609375 115.166625976562,-181.33349609375 223.5,-153 320.166625976562,-66.33349609375 360.166625976562,148.66650390625 345.166625976562,152 273.5,165.3330078125 223.5,180.3330078125 120.166625976562,167 30.1666259765625,112 -44.8333740234375,25.333251953125 -48.166748046875
