134.16650390625 60.1666259765625,69.16650390625 -33.166748046875,12.5 -121.5,-87.5 -69.8333740234375,-125.83349609375 -28.166748046875,-140.83349609375 23.5,-322.5 81.833251953125,-154.166748046875 148.5,-132.5 208.5,-164.166748046875 386.833251953125,-60.83349609375 268.5,-12.5 343.5,40.833251953125 275.166625976562,144.16650390625 301.833251953125,120.8330078125 213.5,135.8330078125 146.833251953125,140.8330078125 105.166625976562
139.16650390625 -46.5,142.5 270.166625976562
