92 -223.166687011719,48.66650390625 -259.833374023438,5.333251953125 -229.833374023438,-13 -194.833374023438,-13 -154.833374023438,-16.33349609375 -106.5,-13 286.833251953125
-78 -31.5,80.3330078125 -38.166748046875
