134.16650390625 86.833251953125,84.16650390625 -81.5,10.833251953125 -71.5,-62.5 -66.5,-142.5 -36.5,-199.166748046875 11.833251953125,-182.5 71.833251953125,-212.5 138.5,-192.5 235.166625976562,-172.5 278.5,-109.166748046875 295.166625976562,-55.83349609375 318.5,-25.83349609375 320.166625976562,39.16650390625 313.5,80.8330078125 273.5,112.5 243.5,125.8330078125 206.833251953125,125.8330078125 161.833251953125,139.16650390625 90.1666259765625
144.16650390625 -44.8333740234375,147.5 313.5,125.8330078125 360.166625976562,90.8330078125 398.5,62.5 420.166625976562,10.833251953125 425.166625976562,-42.5 430.166625976562,-85.83349609375 430.166625976562,-127.5 430.166625976562
