-132.5 -49.8333740234375,-164.166748046875 250.166625976562,-109.166748046875 316.833251953125,-54.166748046875 318.5,0.833251953125 308.5,67.5 318.5,97.5 273.5,114.16650390625 216.833251953125,127.5 183.5,125.8330078125 133.5,127.5 86.833251953125,132.5 40.1666259765625,127.5 -51.5
125.8330078125 -41.5,134.16650390625 286.833251953125
