152.5 -110,126.5 -194,48.5 -214,-13.5 -270,-127.5 -248,-221.5 -168,-227.5 -48,-183.5 74,-211.5 166,-217.5 250,-113.5 350,8.5 338,154.5 344,132.5 228,154.5 174,180.5 60
186.5 68,24.5 68
