147.5 -183.0,66.5 -217.0,-85.5 -345.0,-325.5 -272.0,-345.5 110.0,-323.5 363.0,-60.83349609375 415.333251953125,150.8330078125 327.0,227.5 252.0,262.5 102.0,190.8330078125 -136.333374023438,172.5 -168.0
-102.5 -306.333374023438,-20.83349609375 -419.666687011719,15.833251953125 -441.333374023438,32.5 -386.333374023438,90.8330078125 -311.333374023438
