109.16650390625 2.0,-0.83349609375 -164.666687011719,-229.166748046875 -56.3333740234375,-235.83349609375 83.6666259765625,-207.5 303.666625976562,-90.83349609375 350.333251953125,132.5 315.333251953125,124.16650390625 192.0,129.16650390625 43.6666259765625
140.8330078125 -79.6666870117188,132.5 275.333251953125
-122.5 -179.666687011719,-89.166748046875 -249.666687011719,-52.5 -286.333374023438,-9.166748046875 -226.333374023438,32.5 -186.333374023438,80.8330078125 -141.333374023438,115.8330078125 -251.333374023438
