-168.0 -231.333374023438,-162.0 267.0
-159.666748046875 -236.333374023438,62.0 -238.0,183.66650390625 -234.666687011719,183.66650390625 -141.333374023438,215.3330078125 -58.0,182.0 35.333251953125,-21.33349609375 12.0,-111.33349609375 10.333251953125
-118.0 27.0,-3.0 20.333251953125,143.66650390625 0.333251953125,210.3330078125 8.6666259765625,243.66650390625 162.0,272.0 277.0,35.333251953125 267.0,-56.33349609375 268.666625976562,-153.0 263.666625976562
