114.16650390625 -36.3333740234375,-125.83349609375 -218.0,-277.5 80.333251953125,-217.5 273.666625976562,-102.5 377.0,140.8330078125 320.333251953125,204.16650390625 205.333251953125,149.16650390625 132.0,137.5 -8.0
-87.5 -143.0,-24.166748046875 -274.666687011719,10.833251953125 -331.333374023438,79.16650390625 -146.333374023438
