105.8330078125 -8.0,25.833251953125 -146.333374023438,-144.166748046875 -93.0,-182.5 -36.3333740234375,-222.5 80.333251953125,-215.83349609375 255.333251953125,-135.83349609375 332.0,-9.166748046875 330.333251953125,122.5 292.0,119.16650390625 258.666625976562,134.16650390625 135.333251953125,127.5 57.0,129.16650390625 5.333251953125
142.5 -86.3333740234375,132.5 447.0
