-142.5 -83.0,-139.166748046875 63.6666259765625,-169.166748046875 175.333251953125,-135.83349609375 335.333251953125,-45.83349609375 303.666625976562,59.16650390625 347.0,155.8330078125 227.0,125.8330078125 140.333251953125,124.16650390625 50.333251953125,124.16650390625 -79.6666870117188
139.16650390625 -71.3333740234375,130.8330078125 273.666625976562
4.16650390625 -141.333374023438,82.5 -281.333374023438
