100.8330078125 -44.666748046875,88.5 -99.0,-117.5 -167.0,-236.0 -52.0,-262.0 170.0,-209.166748046875 377.0,60.8330078125 355.333251953125,224.16650390625 347.0,149.16650390625 22.0,129.16650390625 -38.0
2.5 -149.666687011719,85.8330078125 -278.0
