104.16650390625 -11.3333740234375,30.833251953125 -126.333374023438,-152.5 -143.0,-239.166748046875 7.0,-242.5 190.333251953125,-160.83349609375 337.0,19.16650390625 335.333251953125,159.16650390625 265.333251953125,139.16650390625 72.0,129.16650390625 2.0
137.5 -79.6666870117188,140.8330078125 157.0,137.5 278.666625976562,172.5 380.333251953125,145.8330078125 487.0,-32.5 447.0,-115.83349609375 428.666625976562,-154.166748046875 393.666625976562
