109.16650390625 2.0,-0.83349609375 -164.666687011719,-229.166748046875 -56.3333740234375,-235.83349609375 83.6666259765625,-207.5 303.666625976562,-90.83349609375 350.333251953125,132.5 315.333251953125,124.16650390625 192.0,129.16650390625 43.6666259765625
140.8330078125 -79.6666870117188,132.5 275.333251953125
-95.83349609375 -278.0,-19.166748046875 -151.333374023438
