-236.0 283.0,-42.0 -191.0,-10.0 -307.0,10.0 -255.0,32.0 -201.0,226.0 271.0
-154.0 119.0,148.0 117.0
90.3330078125 -416.333374023438,-1.33349609375 -304.666687011719
