-131.5 -38,-131.5 280
-129.5 278,-135.5 34,-103.5 -26,-81.5 -100,106.5 -80,132.5 -26,140.5 42,128.5 278
-106 -136,-116 -192,-80 -214,-22 -242,2 -184,46 -118,118 -110,106 -190,116 -214
