-159.166748046875 -238.0,-160.83349609375 275.333251953125
-157.5 -231.333374023438,24.16650390625 -238.0,195.8330078125 -233.0,220.8330078125 -149.666687011719,214.16650390625 10.333251953125,105.8330078125 45.333251953125,14.16650390625 23.6666259765625,-79.166748046875 20.333251953125
-95.83349609375 35.333251953125,5.833251953125 42.0,82.5 18.6666259765625,149.16650390625 70.333251953125,160.8330078125 230.333251953125,194.16650390625 272.0
