-236.0 283.0,-42.0 -191.0,-10.0 -307.0,10.0 -255.0,32.0 -201.0,226.0 271.0
-154.0 119.0,148.0 117.0
-99.666748046875 -306.333374023438,-26.33349609375 -411.333374023438,10.333251953125 -443.0,28.66650390625 -391.333374023438,97.0 -308.0
