140.5 108.0,42.5 -411.0,-545.5 132.0,2.5 534.0,116.5 252.0,140.5 110.0
142.5 -32.0,142.5 274.0
-100.83349609375 -141.333374023438,-35.83349609375 -266.333374023438,7.5 -343.0,74.16650390625 -154.666687011719
