109.16650390625 2.0,-14.166748046875 -186.333374023438,-229.166748046875 -56.3333740234375,-235.83349609375 83.6666259765625,-207.5 303.666625976562,-90.83349609375 350.333251953125,132.5 315.333251953125,124.16650390625 192.0,129.16650390625 43.6666259765625
140.8330078125 -79.6666870117188,132.5 275.333251953125
79.16650390625 -283.0,-2.5 -143.0
