4.16650390625 -86.3333740234375,-0.83349609375 25.333251953125,4.16650390625 195.333251953125,30.833251953125 378.666625976562,15.833251953125 487.0,-124.166748046875 420.333251953125
5.833251953125 -206.333374023438,0.833251953125 -239.666687011719
