174.5 -201.0,108.5 -252.0,-171.5 -251.0,-165.5 -202.0,-177.5 -86.0,-215.5 66.0,-203.5 224.0,-119.5 342.0,2.5 281.0,126.5 294.0,186.5 215.0
32.5 282.0,-2.5 383.666625976562,60.8330078125 318.666625976562,135.8330078125 322.0,170.8330078125 385.333251953125,84.16650390625 450.333251953125,-19.166748046875 408.666625976562
