-251.33349609375 -86.3333740234375,-256.33349609375 277.0
-248.0 270.333251953125,-244.666748046875 122.0,-239.666748046875 43.6666259765625,-231.33349609375 -21.3333740234375,-233.0 -76.3333740234375,-148.0 -121.333374023438,-44.666748046875 -118.0,40.333251953125 -104.666687011719,-8.0 57.0,-3.0 152.0,2.0 245.333251953125
-3.0 273.666625976562,7.0 195.333251953125,2.0 102.0,15.333251953125 32.0,-16.33349609375 -64.6666870117188,68.66650390625 -123.0,147.0 -131.333374023438,232.0 -134.666687011719,275.3330078125 -21.3333740234375,248.66650390625 98.6666259765625,243.66650390625 200.333251953125,245.3330078125 268.666625976562
