180.8330078125 -178.0,100.0 -218.0,-102.5 -301.333374023438,-185.83349609375 -223.0,-274.166748046875 -93.0,-250.0 94.0,-279.166748046875 302.0,-267.5 343.666625976562,382.5 350.333251953125,214.16650390625 453.666625976562,280.8330078125 42.0,212.5 17.0,159.16650390625 33.6666259765625,49.16650390625 30.333251953125
178.0 72.0,42.0 70.0
