130.3330078125 -48.0,28.66650390625 -104.666687011719,-49.666748046875 -81.3333740234375,-109.5 -48.0,-149.5 42.0,-185.5 148.0,-134.666748046875 165.333251953125,-121.33349609375 297.0,80.5 320.0,126.5 246.0
16.5 298.0,-13.0 393.666625976562,175.3330078125 270.333251953125,116.5 382.0,98.66650390625 448.666625976562,-33.0 402.0
