57.5 -233.0,-69.166748046875 -251.333374023438,-212.5 -209.666687011719,-279.166748046875 -121.333374023438,-240.83349609375 108.666625976562,-382.5 317.0,-62.5 423.666625976562,209.16650390625 415.333251953125,295.8330078125 220.333251953125,305.8330078125 -41.3333740234375,145.8330078125 -183.0,85.8330078125 -226.333374023438
40.833251953125 245.333251953125,142.5 395.333251953125
