125.3330078125 -238.0,48.66650390625 -274.666687011719,-11.33349609375 -254.666687011719,-29.666748046875 -209.666687011719,-26.33349609375 -53.0,-19.666748046875 272.0
-109.666748046875 -64.6666870117188,100.3330078125 -73.0
