-127.5 -68.0,-119.5 270.0,-169.5 206.0,-39.5 428.0,172.5 232.0,114.5 256.0,132.5 -71.3333740234375
134.5 -42.0,134.5 278.0
-77.5 -269.666687011719,-10.83349609375 -153.0
