150.0 144.0,202.5 -109.0,-89.5 -245.0,-236.0 -52.0,-262.0 170.0,-162.0 364.0,28.0 378.0,164.0 250.0,152.0 146.0
-77.5 -155.0,12.5 -365.0,82.0 -153.166687011719
