-159.166748046875 -238.0,-160.83349609375 275.333251953125
-159.166748046875 -231.333374023438,102.5 -243.0,235.8330078125 -211.333374023438,230.8330078125 -58.0,169.16650390625 75.333251953125,42.5 28.6666259765625,-69.166748046875 30.333251953125,-129.166748046875 25.333251953125
-119.166748046875 47.0,-10.83349609375 38.6666259765625,50.8330078125 20.333251953125,115.8330078125 47.0,142.5 143.666625976562,195.8330078125 272.0
