-14.666748046875 48.5,-94.666748046875 -154.833374023438,-359.666748046875 -66.5,-386.33349609375 93.5,-346.33349609375 278.5,-253 361.833251953125,-101.33349609375 355.166625976562,0.333251953125 296.833251953125,2 193.5,-9.666748046875 48.5
2 110.166625976562,72 111.833251953125,148.66650390625 110.166625976562,217 108.5,348.66650390625 145.166625976562,487 180.166625976562,320.3330078125 -13.166748046875,273.66650390625 -79.8333740234375,162 -218.166687011719,32 -118.166687011719,-39.666748046875 -53.166748046875,-43 15.1666259765625,-99.666748046875 68.5,57 298.5,3.66650390625 405.166625976562,113.66650390625 281.833251953125,160.3330078125 310.166625976562,218.66650390625 290.166625976562,260.3330078125 273.5,288.66650390625 230.166625976562
