-132.0 85.0,280.0 107.0,204.0 97.0,160.0 -19.0,120.0 -271.0,-126.0 -141.0,-220.0 -37.0,-216.0 61.0,-192.0 193.0,-128.0 299.0,-28.0 347.0,80.0 263.0,142.0 239.0
-73.0 -219.666687011719,-38.0 -186.333374023438
52.0 -234.666687011719,88.66650390625 -194.666687011719
